"Sample Set Name"	"Sample Set Method"	"Vial"	"SampleName"	"Sample Type"	"Dilution"
"20210806_Monash AI_IgG_SEC"	"20210806_Monash AI_IgG_SEC"	"5"	"Good - IgG Ph. Eur. Std"	"Unknown"	1.0000
0	0
0.0008333333	0
0.001666667	0
0.0025	0
0.003333333	0
0.004166667	0
0.005	8.34465e-07
0.005833333	1.072884e-06
0.006666667	1.549721e-06
0.0075	2.503395e-06
0.008333333	4.172325e-06
0.009166667	6.318092e-06
0.01	8.46386e-06
0.01083333	9.179115e-06
0.01166667	8.940697e-06
0.0125	8.46386e-06
0.01333333	7.510185e-06
0.01416667	6.79493e-06
0.015	6.318092e-06
0.01583333	6.556511e-06
0.01666667	7.748604e-06
0.0175	9.894371e-06
0.01833333	1.251698e-05
0.01916667	1.442432e-05
0.02	1.513958e-05
0.02083333	1.513958e-05
0.02166667	1.513958e-05
0.0225	1.561642e-05
0.02333333	1.657009e-05
0.02416667	1.680851e-05
0.025	1.609325e-05
0.02583333	1.466274e-05
0.02666667	1.370907e-05
0.0275	1.299381e-05
0.02833333	1.251698e-05
0.02916667	1.323223e-05
0.03	1.490116e-05
0.03083333	1.704693e-05
0.03166667	1.80006e-05
0.0325	1.80006e-05
0.03333333	1.752377e-05
0.03416667	1.728535e-05
0.035	1.728535e-05
0.03583333	1.752377e-05
0.03666667	1.776218e-05
0.0375	1.823902e-05
0.03833333	1.847744e-05
0.03916667	1.895428e-05
0.04	1.990795e-05
0.04083333	2.038479e-05
0.04166667	2.014637e-05
0.0425	1.943111e-05
0.04333333	1.823902e-05
0.04416667	1.728535e-05
0.045	1.657009e-05
0.04583333	1.609325e-05
0.04666667	1.609325e-05
0.0475	1.633167e-05
0.04833333	1.609325e-05
0.04916667	1.5378e-05
0.05	1.609325e-05
0.05083333	1.776218e-05
0.05166667	1.943111e-05
0.0525	1.871586e-05
0.05333333	1.490116e-05
0.05416667	1.060963e-05
0.055	8.46386e-06
0.05583333	9.179115e-06
0.05666667	1.108646e-05
0.0575	1.251698e-05
0.05833333	1.370907e-05
0.05916667	1.490116e-05
0.06	1.609325e-05
0.06083333	1.943111e-05
0.06166667	2.801418e-05
0.0625	4.23193e-05
0.06333333	5.829334e-05
0.06416667	7.331371e-05
0.065	8.523464e-05
0.06583333	9.357929e-05
0.06666667	9.810925e-05
0.0675	9.906292e-05
0.06833333	9.715557e-05
0.06916667	9.429455e-05
0.07	9.000301e-05
0.07083333	8.451939e-05
0.07166667	7.879734e-05
0.0725	7.331371e-05
0.07333333	6.878376e-05
0.07416667	6.353855e-05
0.075	5.710125e-05
0.07583333	4.899502e-05
0.07666667	4.041195e-05
0.0775	3.349781e-05
0.07833333	2.968311e-05
0.07916667	2.872944e-05
0.08	2.920628e-05
0.08083333	2.968311e-05
0.08166667	2.992153e-05
0.0825	3.039837e-05
0.08333333	3.135204e-05
0.08416667	3.230572e-05
0.085	3.325939e-05
0.08583333	3.349781e-05
0.08666667	3.397465e-05
0.0875	3.421307e-05
0.08833333	3.421307e-05
0.08916667	3.349781e-05
0.09	3.278255e-05
0.09083333	3.278255e-05
0.09166667	3.325939e-05
0.0925	3.325939e-05
0.09333333	3.230572e-05
0.09416667	3.159046e-05
0.095	3.111362e-05
0.09583333	3.087521e-05
0.09666667	2.968311e-05
0.0975	2.753735e-05
0.09833333	2.491474e-05
0.09916667	2.229214e-05
0.1	2.110004e-05
0.1008333	2.086163e-05
0.1016667	2.229214e-05
0.1025	2.396107e-05
0.1033333	2.491474e-05
0.1041667	2.372265e-05
0.105	2.157688e-05
0.1058333	2.062321e-05
0.1066667	2.18153e-05
0.1075	2.419949e-05
0.1083333	2.610683e-05
0.1091667	2.610683e-05
0.11	2.515316e-05
0.1108333	2.467632e-05
0.1116667	2.396107e-05
0.1125	2.253056e-05
0.1133333	2.110004e-05
0.1141667	1.91927e-05
0.115	1.823902e-05
0.1158333	1.776218e-05
0.1166667	1.728535e-05
0.1175	1.704693e-05
0.1183333	1.609325e-05
0.1191667	1.633167e-05
0.12	1.776218e-05
0.1208333	1.990795e-05
0.1216667	2.157688e-05
0.1225	2.133846e-05
0.1233333	1.990795e-05
0.1241667	1.752377e-05
0.125	1.609325e-05
0.1258333	1.513958e-05
0.1266667	1.442432e-05
0.1275	1.323223e-05
0.1283333	1.132488e-05
0.1291667	9.655952e-06
0.13	8.702278e-06
0.1308333	9.179115e-06
0.1316667	1.037121e-05
0.1325	1.084805e-05
0.1333333	9.894371e-06
0.1341667	8.702278e-06
0.135	8.225441e-06
0.1358333	8.225441e-06
0.1366667	8.46386e-06
0.1375	8.46386e-06
0.1383333	7.987022e-06
0.1391667	7.510185e-06
0.14	6.318092e-06
0.1408333	4.887581e-06
0.1416667	4.172325e-06
0.1425	4.172325e-06
0.1433333	4.887581e-06
0.1441667	5.841255e-06
0.145	6.556511e-06
0.1458333	7.033348e-06
0.1466667	7.510185e-06
0.1475	8.940697e-06
0.1483333	1.037121e-05
0.1491667	1.15633e-05
0.15	1.227856e-05
0.1508333	1.180172e-05
0.1516667	1.084805e-05
0.1525	9.417534e-06
0.1533333	8.46386e-06
0.1541667	7.748604e-06
0.155	8.46386e-06
0.1558333	1.037121e-05
0.1566667	1.204014e-05
0.1575	1.251698e-05
0.1583333	1.084805e-05
0.1591667	8.702278e-06
